2211,New Stags Head,Mr Paul Davies,2 Shaws Lane,,Carmarthen,DYFED,,SA31 1QL,01267/236711,,,,,"18/6/99 Requested Service & Maintenance contract on 2 x Tills
21/6/99 Paul cancelled call and M.C.  ",,,,,,,,,,,
2212,Pantry,Mr Bajwa,,128 Trostrey,Hollybush,Cwmbran,,,01633 862271,,,,,On stop.,,,,,,,,,,,
2213,Spar Supermarket (Cardiff),Richard Phillips,268/272 North Road,,,Cardiff,,,01222/610542,,,,,,,,,,,,,,,,
2214,Winter Gardens Pavilion (cater,Rachel/Harry,Catering Department,The Royal Parade,,Weston Super Mare,,BS23 1AQ,01934 417117,,,,,,16,,,,,,,,,,
2215,Scholars,Mike Williams,44 The Parade,,,Neath,,,01639 643733,,,,,,,,,,,,,,,,
2218,County Hotel,Mr W. Mc'Bride,Salutation Square,,,Haverfordwest,,SA61 2NB,01437 767478,,,,,,,,,,,,,,,,
2219,Grove Golf Club,Mr Mike Thomas,South Cornelly,,Nr  Porthcawl,Bridgend,,CF33 4RD,01656 788771,01656 788300,,01656 788414,,18 months contract as from 2/7/98 - 01/01/00,,,,,,,,,,,
2220,Laurel & Hardy,Mr John Newman,107 St Marys' Street,,,Cardiff,,CF1 1DX,01222 226223,01222 700800 *,,,,"* Head Office number                        ****** ON STOP*****
Head Office address: Crown House
.                                 Windsor Road
                                  Cogan Hill
                                  Penarth. CF64 1JG",29,,,,,,,,,,
2221,Pet n' Aquatic Discounts,Mr Mark Branson,Jardine Garden Centr,Newport Road,,Cardiff,,,01222 797156,,,,,,,,,,,,,,,,
2222,Monkstone Inn,Ian Wright,902 Newport Road,,,Cardiff,,CF3 8LL,01222 778491,,,,,,,,,,,,,,,,
2223,Pioneer,Robin Coomer,Neath Road,,,Briton Ferry,,,01639 642055,,,,,,19,,,,,,,,,,
2230,Wagon & Horses,BRAINS,Church Street,Oldbury,Warley,West Midlands,,B69 3AD,0121/5525467,,,,,,1,,,,,,,,,,
2231,Albany Road Garage,Richard,Gulf Service Station,90 Albany Road,Roath,Cardiff,,,1222,,,,,,,,,,,,,,,,
2233,Old Cross Saws Inn,Mr William John Small,109 Mainstreet,,,Pembroke,,Dyfed,,,,,,,,,,,,,,,,,
2234,Osborne Hotel,Raymond Courthampton Mgr,Rotherslade Road,Langland Bay,,Swansea,,SA3 4QL,01792 366274,,,01792 363100,,Mr Courthamptons Mobile:  07714 263463,0,,,,,,,,,,
2236,Pill House,Martin Bishop,Pill Row,Caldicot,,Chepstow,, NP6 4JE,01291 420222,01291/422720,,,,Fat Jacks/MRB Enterprises tel: as Alt tel No:,,,,,,,,,,,
2237,Caewern Post Office,Russell Jeremy,,6 Heol Llwynon,Caewern,Neath,,SA10 7SN,01639 630722,,,,,,,,,,,,,,,,
2238,M & J News,John Harris,Carmarthen Road,,Fforestfach,Swansea,,,01792 581196,,,,,,,,,,,,,,,,
2241,Jersey Arms,Robert,Neath Road,Hafod,,Swansea,,,01792 653463,,,,,,,,,,,,,,,,
2243,Pier Hotel,Dave Jones,Limeslade,,Mumbles,Swansea,,,01792 365230,01792 363828,,,,Alt Tel: 01792/368197,,,,,,,,,,,
2244,Link Marketing,Brian Candy,15 Grosvenor Grange,,Woolston,Warrington,,WA1 4SF,01925 820220,01792/81779 Bri,,,,,,,,,,,,,,,
2245,Compleat Cookshop,John Joseph King,3 Riverside Quay,Haverfordwest,,Haverfordwest,,,01437 763212,,,,,,,,,,,,,,,,
2248,M & S Trading,Mr Wilcox,Unit 6/7,Samlet Shopping Precinct,Llansamlet,Swansea,,,01792/790001,,,,,,,,,,,,,,,,
2252,Old Post Inn,BRAINS,,Bonvilston,,Cardiff,,CF5 6TQ,01446 781205,,,,,,1,,,,,,,,,,
2253,Tycoch Country Club,Mr K. Budge,Maes yr Quay Road,Ammanford,,Dyfed,,,01269 596222,,,,,,,,,,,,,,,,
2259,Cynon Valley Indoor Bowls,Mr Simon Lloyd Chairman,Dyffryn Road,Mountain Ash,,Cardiff,,CF45 4DA,01443 474960,,,,,Treasurer:  Mr Roy Smith,,,,,,,,,,,
2260,Farmers Arms,JOHN MAY,Burrows Road,Skewen,,Neath,,SA10 6AB,01792 816326,,,,,,,,,,,,,,,,
2261,Gelli Hotel,Mrs Geraldine Jones,Commercial Street,Abergwynfi,Cymmer,Port Talbot,,,01639 851627,01639 852579,,,,,,,,,,,,,,,
2262,Globe Inn,J. L. Cook,85 Glebe Road,Lougher,,Swansea,,,01792 892617,,,,,,,,,,,,,,,,
2264,Oaklands Stores,Mr Graham Coxe,Oaklands Terrace,Cilfrynydd,,Pontypridd,,CF87 4HB,01443/403001,01443/493431,,,,,,,,,,,,,,,
2265,St Oswalds,BRAINS,Station Road,,,Port Talbot,,SA13 1JB,01639 767003,01639 767004,,,,,1,,,,,,,,,,
2266,Royal Exchange,Peter Hofton,Ty Mawr Road,Llandaff North,,Cardiff,,CF4 2FQ,01222 564068,,,,,,1,,,,,,,,,,
2268,Inn on the River,BRAINS BREWERY,76 Taff Embankment,,Grangetown,Cardiff,,,01222 303948,01222 303949,,,,,1,,,,,,,,,,
2269,Maltsers Arms,BRAINS,75 Merthyr Road,,Whitchurch,Cardiff,,CF4 1DD,01222 624326,01222 691097,,,,,1,,,,,,,,,,
2270,Reverand James,BRAINS,180 Borough Road,,Loughor,Swansea,,SA4 2RZ,01792 516231,01792/516234,,,,,1,,,,,,,,,,
2271,Strady Arms,BRAINS,Furnace,,,Llanelli,,SA15 4HR,01554 757968,,,,,,1,,,,,,,,,,
2272,Wenvoe Arms,,18 Old Port Road,Wenvoe,,Cardiff,,CF5 6AN,01222 591129,1222596484,,,,,1,,,,,,,,,,
2273,Duffryn Arms,William T. Hughes,New Cardiff Road,Cwmbach,,Aberdare,,Mid. Glam.,01685 871610,,,,,"Head Office:  Afan Dar Restaurant, 16-17 Duke Street
                      Aberdare",31,,,,,,,,,,
2274,Prince of Wales Hotel,Alison Kot,119 Commercial Stree,,,Maesteg,,CF34 9DL,01656 732200,,,,,,,,,,,,,,,,
2275,Kayes (Wholesale) Ltd T/A Kaye,Phillip Kaye,Unit 1,Central Trading Estate,Herbert Street,Cardiff,,CF10 4AY,029 20463464,,,029 20488878,,"Now Trading as Kayes of Cardiff
GILL - 493647",,,,,,,,,,,
2276,Apollo 2,Mr Kerry Thomas,Ynysir Road,Ynysir,Porth,RHONDDA,,CF39 0LD,01443 682400,,,,,Formerly Tynewydd,,,,,,,,,,,
2277,New Tredegar Arms,Mr & Mrs D. Rees,23 Heol y Gwys,Upper Cwmtwrch,,Swansea,,SA9 2XG,01639 830229,,,,,,,,,,,,,,,,
2278,Flying Pig,Lynne Williams,Neath Road,,Briton Ferry,Neath,,,01639 820776,,,,,,,,,,,,,,,,
2279,Railway,STEVE JONES,70 Siloh Road,Landore,,Swansea,,SA1 2NT,01792 411345,,,,,,,,,,,,,,,,
2281,Bungalow Shop & Post Office,P. Wathan,40 Frederick Place,Llansamlet,,Swansea,,,01792 771606,,,,,,,,,,,,,,,,
2282,Glass Systems Ltd,Mr Wood,13-15 Beaufort Court,,,Swansea,,SA6 8JG,01792 773552,,,,,,,,,,,,,,,,
2283,Gwent Auto Factors,Alan Styles,Unit 1,New Road,New Inn,Pontypool,,NP4 0TL,01495 758281,,,,,,,,,,,,,,,,
2284,"Greetings (Card Co.,)",Brian Drew,6 Penrice Court,Fendrod Business Park,,Swansea,,,01792 700883,01568 614144,,,,"  Gorseinon No: 896689
  Leominster No:  01568-614144
11a Corn St, Leominster.",,,,,,,,,,,
2286,D.S.M. Plant Hire,Mr Myles,199 Neath Road,Plasmarl,,Swansea,,,01792 655276,,,,,,,,,,,,,,,,
2288,Millers Arms,Dave Norman,Clydach Road,Ynystawe,,Swansea,,,01792 842614,,,,,We will service camera,,,,,,,,,,,
2290,Wimpy,Michael Stalone,11 St Johns' Square,Cardiff,,Cardiff,,,01222 396909,,,,,"No information as to when the cash register was installed
at St Johns Square!! or date of purchase.",,,,,,,,,,,
2291,Coopers Arms,BRAINS,Landore,Plasmarl,,Swansea,,SA6 8JU,01792 422714,01792 427723,,,,,1,,,,,,,,,,
2292,Short Brothers,Jeff James,The Blue Building,Llewellyn Quay,,Port Talbot,,SA13 1RF,01639 883535,,,,,"Llanwern Branch equipment also on with Port Talbot.
N:B: All equipment under M.C.  System would not take update
        on 17"" Quad B/W monitor (Norbain) S/N 7030040 (VC915)",,,,,,,,,,,
2297,Boiler Maker,BRAINS,16 Dudley Street,Hales Owen,,West Midlands,,B63 3LS,0121 5504113,,,,,Previously The Shovellers Arms,1,,,,,,,,,,
2299,Smiths Arms,BRAINS,,Pontardulais Road,Llangennith,Swansea,,,01554 820305,,,,,,1,,,,,,,,,,
2300,Golden Bell,Steve Evans,Cwmfelin Road,Bynea,,Llanelli,,,01554 757665,,,,,,,,,,,,,,,,
2301,Builders Arms,BRAINS,36 Oxford Street,,,Swansea,,SA1 3HT,01792 516179,01792 516178,,,,,1,,,,,,,,,,
2303,Station Hotel,Richard Meredith,Station Road,,,Merthyr Tydfil,,CF48 2NB,07970-934890 moblie,01685 376914 (P,,,,,,,,,,,,,,,
2305,T. J. Pet Centre,Susan Hefferman,31 Holton Road,,,Barry,,,01446 722228,,,,,,,,,,,,,,,,
2306,Fountain Shop,L. Clemance,14A Lower High Street,,,Merthyr Tydfil,,CF47 8ED,01685 385386,01685/721913 A/,,,,,,,,,,,,,,,
2310,Townhill District Housing,Cynthia Williams,Powys Avenue,Townhill,,Swansea,,,01792 513940,01792 513938,,,,"Head Office:  City & County of Swansea
                      Department of Housing
                      The Guildhall
                       Swansea
                       SA1 4PD                    Tel: 635013",,,,,,,,,,,
2311,Rhymbuck Tavern,BRAINS,Mansel Street,,Cwmbwrla,Swansea,,,01792 650979,,,,,,1,,,,,,,,,,
2312,Rock and Fountain,DORIAN,149 Newton Road,Newton,Mumbles,Swansea,,,,,,,,RS11,,,,,,,,,,,
2313,St Woolos Hospital,Jean Bartlett,Catering Stores,Stow Hill,,Newport,,NP9 4SZ,01633 238428,1633863008,,,,"Head Office;                          Roy Godsall
Glan Hafren NHS Trust          Dealing with Maint. contract
Paymaster Services              Tel:   01633 238428
Maple Centre                        Secretary- Diane 01633/238430
St Woolos Stow Hill, Ne",,,,,,,,,,,
2314,Thomas Arms,S. A. BRAIN,Thomas Street,,,Llanelli,,SA15 3JF,01554 772043,,,,,,1,,,,,,,,,,
2320,Bryn Meadows Golf & Country Ho,Garry Mayo,The Bryn,Maes y Cwmmwe,,Hengoed,,CF82 7SN,01495 225590,,,,,Pay m.c. by s/o @ Ï82.25pm over 12 months.,,,,,,,,,,,
2321,David Drew,Mr Drew,22 Queen Street,Pembroke Dock,,Pembrokeshire,,,01646 686630,,,,,,,,,,,,,,,,
2322,Penrice Castle,Mr Middleton,Penrice Castle Estate,,Oxwich,Swansea,,,01792 390622,,,,,,,,,,,,,,,,
2323,Fagins' Bar & Restaurant,,Main Road,Church Village,,Pontypridd,,CF37 1PY,01443 202419,,,,,"Head Office:  Valemint, Main Road, Church Village, Mid. Glam
                      Tel:  01443 201139
Contact: Garry Maynard ",17,,,,,,,,,,
2325,Caerau Public House,T. J. Rogers,Bishopston Road,Ely,,Cardiff,,CF5 5DZ,01222 303467,,,,,,,,,,,,,,,,
2326,Swansea Bakery,Peter Thomas,Unit 10-11,St Davids Industrial Estate,Swansea Enterprise Park,SWANSEA,,,01792 798042,,,,,,,,,,,,,,,,
2327,Daren Hotel,BRAINS,St Marys' Street,Risca,,Mid Glamorgan,,NP1 6AG,01633 612414,,,,,,1,,,,,,,,,,
2328,Laurel & Hardy (Glos),John Newman,38/40 West Gate,,,Gloucester,,GL1 2NG,01452 502640,,,,,********ON STOP***********,,,,,,,,,,,
2329,Jenny's,Mrs Coleman,12 Commercial Street,Glyncorrwg,,Nr  Neath,,,01639 850598,,,,,,,,,,,,,,,,
2330,Joiners Arms (Llanelli),BRAINS,58 Llwynhendy Road,,,Llanelli,,SA14 9HR,01554 754594,,,,,,1,,,,,,,,,,
2332,John Henrys Restaurant,Penny (Manager),29 High Street,,,Chepstow,,NP6 5LJ,01291 629700,01222 770771,,01633 221458,,"Head Office:  Brunswick Premium Leisure  (Mr Rabaiotti)
Mynde Holdings Ltd                         Glyn 0411 750520
Melrose Hall                                     01633/246900 
St Melons                                         Phill Mason; Ò
078999/2",30,,,,,,,,,,
2334,New Inn,John Mitchell,,Heol y Felin,,Pontyberem,,,01269 871275,,,,,,,,,,,,,,,,
2335,Under Milkwood,Stuart,,,Laughrne,Carmarthen,,,01994 427277,,,,,,,,,,,,,,,,
2336,Station Garage,T & S Court,Station Road,Whitland,,Carmarthenshire,,,01994/240304,,,,,,,,,,,,,,,,
2337,Heolgerrig Social/Culture Club,Mr Dorricott,Penyrheol House,Heolgerrig,,Merthyr Tydfil,,CF48 1RP,01685/722941,01685/384509,,,,,,,,,,,,,,,
2338,Morris Bakeries,Mark,33 Oxford Street,Shoppers Walk,,SWANSEA,,,01792 466700,,,,,,,,,,,,,,,,
2339,Rose & Crown,BRAINS  - JOY,Heol Eglwys,,Abertridwr,Cardiff,,CF8 3JG,01222 830244,,,,,Formerly Crown Buckly,1,,,,,,,,,,
2340,Wimpy (Aberdare),,Town Centre,,,Aberdare,,,01685 871408,,,,,,2,,,,,,,,,,
2343,Concrete Products,Mrs Ramcke,Pen yr Heol,Five Roads,,Llanelli,,,01269 860505,,,,,House - 861835,,,,,,,,,,,
2344,T & G Davies,Marion Davies,Gors Avenue,Cwmbwrla,,Swansea,,,01792 480213,,,,,,,,,,,,,,,,
2345,Ye Olde Crown Inn,Mel,Old Hereford Road,Pant y Gelli,,Abergavenny,,NP7 7HR,01873 853314,,,,,"UX7500 = 80 x 80 Thermal rolls
TP422   = 76 x 76 rolls",,,,,,,,,,,
2346,M & P Motorcycle Accessories L,Malcolm Griffiths,off Phoenix Way,Garngoch Ind. Estate,Garngoch,Swansea,,SA4 1GZ,0990/703023,01792 224421,,,," Welwyn Gd City Tel: 01707 378220 (Peter)
57 Great North Road
Lemsford
HERTS
AL8 7TL",,,,,,,,,,,
2348,Wimpy (Arcade),John Balchin,Unit 19,Queens Arcade,,Cardiff,,,01222/373192,,,,,,2,,,,,,,,,,
2350,Red Lion,Sheena/Mr Richards,7 Llandeilo Road,,,Llandybie,,SA18 3JA,01269 851202,,,,,"KAY DO NOT SEND ANYONE  TO THE ABOVE UNTIL  YOU 
SPEAK TO ME (JULIE)",,,,,,,,,,,
2353,Model Fish Bar,Mrs Senghera,Windsor Road,,,Neath,,,1639,,,,,,,,,,,,,,,,
2354,Apollo Club,Kerry Thomas,37 The Esplanade,,,Porthcawl,,CF36 37R,01656 784380,,,,,,,,,,,,,,,,
2355,Imperial Hotel,Mike Constantinos,132 Newport Road,,,Cardiff,,CF2 1DJ,01222 490032,,,,,,,,,,,,,,,,
2356,ERS Engineering,Peter Scott,Unit 6,Aberafan Road,Baglan Industrial Park,Port Talbot,,SA12 7DJ,01639 824242,,,01639 822283,,,,,,,,,,,,,
2357,Feed & Seed,Peter Kemp,Unit 4,Bovertob Road,,Llantwit Major,,CF61 1XZ,01446 792062,,,01446 792062,,,,,,,,,,,,,
2358,Old Surgery,Darren,74 Commercial Road,Taibach,,Port Talbot,,,01639 886085,01639 766329 Ho,,,,,,,,,,,,,,,
2360,Rhondda Golf Club,Ian Ellis,Penrhys,Ferndale,,Rhondda,,CF43 3PW,01443 441384,,,,,,,,,,,,,,,,
2361,Spar Stores (Littledean),Mr I. Sanghera,Broad Street,Littledean,,Gloucestershire,,GL14 3NQ,01594 822059,,,,,,,,,,,,,,,,
2362,Newport Auctions Ltd,John,Usk Way,,Newport,Gwent,,NP9 2BW,01633 262626,,,01633 252097,,K61B Camera printer paper,,,,,,,,,,,
2363,Banwen News & Food Stores,B & R Sanghera,12 Main Road,Banwen,,Neath,,SA10 9HR,01639 701781,,,,,,,,,,,,,,,,
2364,Rhos Stores & Post Office,Ravi Sanghera,67 Neath Road,Rhos,Pontardawe,Swansea,,SA8 3EH,01792 863956,,,,,,,,,,,,,,,,
2366,Gallinis Restaurant,A. Gallo,Pilots House Wharf,Swansea Marina,,SWANSEA,,SA1 1UN,01792 456285,,,,,"Till rolls:-  80 x 80 Thermal
No assistance to be given at all, refused MC.",,,,,,,,,,,
2368,Poplars,,1 Pond Side,Johnstown,,CARMARTHEN,,SA31 3HV,01267 236352,,,,,"-Under new Management
Mark Morris Former Manager (0797-475343)",,,,,,,,,,,
2370,P. J. Associates (See New Inn,,,,,,,,,,,,,,,,,,,,,,,,
2371,North Cornelly Post Office,Mr Phillip Dauncey,4 Hall Drive,North Cornelly,,Bridgend,,CF33 4LA,01656 740354,,,,,,,,,,,,,,,,
2372,Finks Diner (See M & P Cycles),,,,,,,,,,,,,,,,,,,,,,,,
2374,Nantybwch Service Station,Mr Young,Nantybwch,,,Tredegar,,NP2 3SP,01495 718131,,,,,,,,,,,,,,,,
2375,Robin Wayne (Florist),,37 Uplands Crescent,Uplands,,Swansea,,SA2 0NX,1792,,,,,,,,,,,,,,,,
2376,Planned Amusements !!,,See Magnum Bingo,,,,,,,,,,,,,,,,,,,,,,
2377,Hop and Apple,Steve,Briton Ferry Road,,,Neath,,,01639/642055,,,,,,19,,,,,,,,,,
2379,Pondarosa Club,Mr Thomas (Sec,North Cornelly,,,Porthcawl,,,01656 740138,01656 743431,,,,For delivery of Ribbons/rolls ring alt No first to gain access.,,,,,,,,,,,
2380,Neath Vale Hardware,Peter Williams,33/35 High Street,,,Glynneath,,SA11 5BS,01639 720252,,,,,NO LONGER HAVE OUR SYSTEM.,,,,,,,,,,,
2382,Neath Engineering & Indus. Ser,David Pickering,"11, A & B Regent Street",,Briton Ferry,Neath,,,01639/812808,,,,,,,,,,,,,,,,
2383,Neath Decor Centre,,Milland Road,,,Neath,,,,,,,,,,,,,,,,,,,
2384,"Neath Cricket Club, The Knoll",Mr G. Lawrence.,c/o Highfield,Cimla,,Neath,,,01639 643719,,,,,2nd Contact:  Mr Ron Hughes,,,,,,,,,,,
2386,Neath Central Club,Roy Thomas,17 London Road,,,Neath,,,01639/983940,01639/643940,,,,,,,,,,,,,,,
2391,Room at the Top,,,,,,,,,,,,,**See Morriston Sports & Social Club**,,,,,,,,,,,
2392,Neath General Hospital,CAFF,BAGLAN WAY,,,PORT TALBOT,,SA12 7BX,01639-862000,,,,,Will not renewing m.c moving to new premises.,,,,,,,,,,,
2393,Wimpy,Lindsey Morgan,2/4 Austin Friars,,,NEWPORT,,,01633 244579,,,,,Lindsay - 01656 786125,,,,,,,,,,,
2394,Wimpy,Mike,Wood Street,,,CARDIFF,,,01222 382985,,,,,,,,,,,,,,,,
2396,Number 82,Mrs L. R. Bayliss,82 Woodfield Street,,Morriston,Swansea,,,01792 774688,,,,,,,,,,,,,,,,
2397,Cefn LLan Stores,Mr Harris,35 Cefn Llan,,Pontardawe,Swansea,,,01792 864668,,,,,,,,,,,,,,,,
2398,SODEXHO  (CWS CREAMERY),Martyn,CWS Creamery,Station Road,Llangadog,Carmarthen,,SA19 9LY,01550-776300,,,01550/777032,,"a/c Head Office 0121 5011311 Martin Cound
Co Name now Sodexho, Lygon Court, Hereward Rise,
Halesowen, West Midlands. B62 8AN.",,,,,,,,,,,
2399,Good Effort,Mr Lee,113 Woodfield Street,Morriston,,Swansea,,,01792 773298,,,,,,,,,,,,,,,,
2400,George Hotel,Ian Blair,George Street,,,Brecon,,LD3 7LD,01874 623421,01874 623422,,,,,,,,,,,,,,,
2401,Reds,Simon/Jessica,4 Churchill Way,,,Cardiff,,CF1 4HD,01222 237177,,,,,"Invoices to be sent to:
Reds Wales Ltd  T/A Reds Cafe bar
Reds Wales Ltd  T/A Stamps Brasserie
Reds Wales Ltd T/A Savoy Sandwich Bar
Bob Phillips Fax No: 01222 641222",4,,,,,,,,,,
2402,Londis Stores,Krishna Pattani,98 New Road,,,Porthcawl,,CF36 5DE,01656 783997,,,,,"Per DG Maintenance cover on CCTV until 4/9/01 confirmation
letter sent to Mr Pattani 14/9/98.",,,,,,,,,,,
2403,Top Ten Bingo (Winsford),David Ryder,Dingle Lane,,,Cheshire,,CW7 1AB,01606 592194,,,,,,3,,,,,,,,,,
2404,Top Ten Bingo (Chaddeston),Mr Paul Blazes Mgr,The Gloria,Chaddeston,,Derby,,DE21 GL2,01332 676780,,,,,,3,,,,,,,,,,
2405,Top Ten Bingo (Spennymore),Mr Graeme Corner,2 Cheapside,Spennymore,,"Co., Durham",,DL16 9XX,01388 819448,,,,,,3,,,,,,,,,,
2406,Edwards Autos,Mr Gerald Edwards,Penllwyn Gwent Industrial Est.,,Ogmore Vale,Bridgend,,,,01656 729211,,,,,,,,,,,,,,,
2407,Cycletrax,Mr Gerald Edwards,54 Bridgend Road,Aberkenfig,,Bridgend,,,01656 660202,,,,,Do not offer M.C. per J.G.,,,,,,,,,,,
2408,Top Ten Bingo (Hengoed),Nichola Arthur,Bedlwyn Road,Ystrad Mynach,,Hengoed,,,01443 814591,,,,,,3,,,,,,,,,,
2409,Whitehills Golf Club,John Kirk,Bynnea,,,Llanharan,,,01443 225771,,,,,,,,,,,,,,,,
2411,Kavanaghs,Paul,Queen Victoria Road,,,Llanelli,,SA15 2TL,01554 773901,01554/759644 (H,,,,Mobile No: for Paul Brookfield  07971/689609,,,,,,,,,,,
2412,Jaggers Toll House,Gareth,29 Badgers Brook,Brackla,,Bridgend,,CF31 2QS,01656 647827,07773-078279,,,,"Mr G. Williams Partner
Pauls Home No: as Alt: above, mobile 07971/205418",,,,,,,,,,,
2413,Newport R.F.C,,Rodney Road,,,Newport,,NP9 0UU,01633 670690,,,,,Refer to Bob Morgan for repair if required.,,,,,,,,,,,
2414,Card Co (See Greetings),,,,,,,,,,,,,,,,,,,,,,,,
2415,White Horse,BRAINS,,,Coychurch,Bridgend,,CF35 5HF,01656 652583,,,,,,1,,,,,,,,,,
2416,Savoy Country Inn,BRAINS,Tenby Road,,St Clears,Carmarthen,,SA33 4JP,01994 230664,,,,,,1,,,,,,,,,,
2420,Cost Cutters,G. Harris,,1 Tan y Rhiw,,Resolven,,,01639 711538,,,,,,,,,,,,,,,,
2421,Bah Rumba,Glyn,,Griffin Street,,NEWPORT,,NP20 1GL,01633 775000,,,,,"Part of John Henrys See John Henry for Head Office
Maintenance contract paid by s/o @ Ï44.06",,,,,,,,,,,
2423,Top Ten Bingo (Leominster),Russell Burke,,Westbury Street,Leominster,HEREFORD,,,01568 612227,,,,,,3,,,,,,,,,,
2424,Silk Road Take Away,Mr Lee,,Alfred Street,,NEATH,,,1639,,,,,,,,,,,,,,,,
2425,Card Cabin (Bridgend),Karen Sykes,Unit 22c,Rhiw Shopping Centre,,BRIDGEND,,,01656 647147,01443 777780,,,,"67 Bute Street, Treorchy (See alt.  telephone number)",,,,,,,,,,,
2427,Top Ten Bingo (Leicester),,,Market Place,,LEICESTER,,LE1 5GF,01162 539307,,,,,,3,,,,,,,,,,
2428,Top Ten Bingo (Liverpool),Mr Vic Levick,,17 Cherry Avenue,,Liverpool,,L4 6UY,0151 5253124,0151 3300868 (H,,,,,3,,,,,,,,,,
2430,Neath Leisure Centre (Dyfed Rd,Ken Harding,,Dyfed Road (Baths),,Neath,,,01639 642827,,,,,,,,,,,,,,,,
2431,Carlton Club,JIMMY,33 Station Road,,,Port Talbot,,SA13 7NN,01639 769888,,,,,,,,,,,,,,,,
2432,Afan Lido Football Club,Phill Robinson,,56 Abbeyville Avenue,Sandfields Estate,Port Talbot,,SA12 6PY,01639 885638,01639 892960,,01639 881432,,Mobile 0411 832169,,,,,,,,,,,
2433,Tavern & Saucepan,Steve,8 Bassett Terrace,,,Llanelli,,,01554 771052,,,,,,,,,,,,,,,,
2435,Tynewydd (See Apollo 2),,,,,,,,,,,,,,,,,,,,,,,,
2438,Fairwater Conservative Club,Peter Childs (Sec.),61 Ely Road,Llandaff,,Cardiff,,,01222 303470,01222 303471,,,,,,,,,,,,,,,
2440,Y Polyn,,,,Nantcaredeig,Carmarthen,,,01267 290000,,,,,Formerly owned by Steve of Cresselly Arms per P.J.,,,,,,,,,,,
2441,Fox & Hounds,BRAINS,Newport Road,St mellons,,Cardiff,,CF3 9UB,01222 403123,,,,,,1,,,,,,,,,,
2442,L. M. Sports,Martyn Lee,2 THE SHOPPING PRECINCT,BOVERTON ROAD,,Llantwit Major,,,01446 792332,,,,,N:B This client on 2 year warranty per J.G.,,,,,,,,,,,
2443,Harveys Night Club (Metro),,,,,,,,,,,,,Now Metro Night Club,,,,,,,,,,,
2444,Hilton National Hotel,,,,,,,,,,,,,See Lakeside,,,,,,,,,,,
2445,Civic Rescue,Des,14 Kemys Way,Enterprise Park,Llansamlet,SWANSEA,,SA6 8QF,01792 700007,,,,,,,,,,,,,,,,
2448,Potter. J. M.,Mrs J. M. Potter,27 Glysfryn,Station Road,St Clears,CARMARTHEN,,,1267,,,,,,,,,,,,,,,,
2449,Link Group,,Chargrove House,Main Road,Shurdington,CHELTENHAM,,GL51 4GA,01452 509509,,,,,,,,,,,,,,,,
2450,Castle Hotel,Manager,The Parade,,,Neath,,SA11 1RB,01639 641119,,,,,"Equipment not supplied by Key Systems Out of hours per PJ
N:B  Add Ï300 for O.O.Hrs on MC Next year per PJ",,,,,,,,,,,
2451,Land's End Hotel,Mr Jeff Bowen,,,Land's End,Cornwall,,,01736 871844,01736 871501,,01736  871599,,Ext: 323,,,,,,,,,,,
2452,"Metal Polishing Engrs. Ltd.,",Colin Owen,Units 6 - 7,Hirwaun Industrial Estate,Hirwaun,Mid. Glamorgan,,CF44 9YE,01685 812765,,,,,,,,,,,,,,,,
2453,DAULTON FISH & CHIP,Pamela Evans,3 Dalton Road,Sandfields,,Port Talbot,,,01639 898083,,,,,,,,,,,,,,,,
2454,Old Inn,BRAINS,,Penllergaer,,Swansea,,SA4 1AQ,01792 894097,,,,,,1,,,,,,,,,,
2455,Three Sisters,BRAIN,Mansel Terrace,Cwmbwrla,,Swansea,,,01792 425635,01792 425813,,,,,1,,,,,,,,,,
2456,Raglan Park Golf Club,GAIL,Parc Lodge,Station Road,Raglan,OLD FILE,,NP5 2ER,01291 690077,,,01291 690075,,ANDREW CRUMP,,,,,,,,,,,
2457,Pier Hotel Amusement Equip.,William  Bollom,,Old Lifeboat Cottage,Mumbles,Swansea,,SA3 4EN,01792 365200,01792-365230,,,,"Mr Bolloms' Mobile No: 05891 83447                               Ò
               laurie in a/c",,,,,,,,,,,
2458,Gills of Maesteg,Wayne Gill,,Llwydarth Road,,Maesteg,,CF34 9EY,01656 733149,,,,,,,,,,,,,,,,
2459,General Stores,Mr Kherhra,,192 Bedwas Road,,Caerphilly,,CF83 3AE,01222 883743,,,,,,,,,,,,,,,,
2460,Crying Tiger,Joyce Carrella-David,602 Mumbles Road,Mumbles,,SWANSEA,,,01792 367309,01792 207602 (H,,,,80 x 80 Thermal rolls,,,,,,,,,,,
2461,Llechwen Hall & Hotel,Helen Huber,,Llanfabon,,Pontypridd,,CF37 4HP,01443 742050,01443 740305,,01443 742189,,,,,,,,,,,,,
2462,Ashburnham Golf Club,Jeff Richards,Cliff Terrace,Burryport,,CARMARTHEN,,SA16 0HN,01554 832466,01554 832269 Se,,,,"Glan - Home Number: 01554 833107
Till rolls  80x80 Thermal
Members Loyalty cards @ Ï1.60",,,,,,,,,,,
2464,Delta (WPS) Pet Foods,Doug Davies,Church Bank Ind. Esate,,,Llandovery,,SA20 0BA,01550 720906,,,,,,,,,,,,,,,,
